baseProduct,brandName,code,crossedPrice,name,price,priceToCrossedPrice
WT031X_ALLS,AllSaints,UPV1043076,1455,Aleida Shimmer Blazer,725,0.49828178694158076
WM151X_ALLS,AllSaints,UPV1043199,265,Charlie Shine Bodysuit,105,0.39622641509433965
WS057X_ALLS,AllSaints,UPV1043074,805,Mila Velvet Skirt,400,0.4968944099378882
MZ523X_ALLS,AllSaints,UPV1041688,805,Sloane High Top Trainers,400,0.4968944099378882
WH001Y_ALLS,AllSaints,UPV1043181,755,Avril Oversized Shirt,300,0.3973509933774834
WE004X_ALLS,AllSaints,UPV1036780,535,Dax High-Rise Skinny Jeans,265,0.4953271028037383
WS026X_ALLS,AllSaints,UPV1041637,485,Sami Metallic Skirt,190,0.3917525773195876
BB01PER_MCLQ,Macon & Lesqouy,UPV0910887,125,Broche - Perruche (petite boite),30,0.24
MG083W_ALLS,AllSaints,UPV0932990,285,Simpel Brace Crew T-Shirt,110,0.38596491228070173
MG224W_ALLS,AllSaints,UPV0956568,285,Pitch Brace Crew T-Shirt,110,0.38596491228070173
WE307V_ALLS,AllSaints,UPV0906532,570,"Dax High Rise Size Me Superstretch Jeans, Snow Wash Black",225,0.39473684210526316
WL062U_ALLS,AllSaints,UPV0926006,1635,Cora Foil Leather Leggings,650,0.39755351681957185
WO162R_ALLS,AllSaints,UPV0911336,1940,Monument Eve Wool Blend Coat,970,0.5
WD394V_ALLS,AllSaints,UPV0899454,455,Coni Epoto Tank Dress,75,0.16483516483516483
MF118V_ALLS,AllSaints,UPV0917141,570,Kallen Pullover Hoodie,225,0.39473684210526316
WT005X_ALLS,AllSaints,UPV0964786,1145,Leigh Blazer,570,0.4978165938864629
ME071W_ALLS,AllSaints,UPV0957196,455,Switch Damaged Denim Shorts,180,0.3956043956043956
MD200X_ALLS,AllSaints,UPV0985487,175,TONIC SS CREW,70,0.4
ME041W_ALLS,AllSaints,UPV0972953,540,Cigarette Damaged Skinny Jeans,270,0.5
MD268W_ALLS,AllSaints,UPV0957643,229,Figure Crew T-Shirt,90,0.3930131004366812
MS058X_ALLS,AllSaints,UPV0986319,580,Baikal Tiger Stripe Shirt,145,0.25
MS028X_ALLS,AllSaints,UPV0985319,590,Claverack  Tie Dye Checked Shirt,145,0.2457627118644068
MG225W_ALLS,AllSaints,UPV0964754,260,Pitch Brace Crew T-Shirt,100,0.38461538461538464
MZ0075A_ALLS,AllSaints,UPV0966548,490,Max High Top Trainers,245,0.5
MZ0077A_ALLS,AllSaints,UPV0966563,490,Max High Top Trainers,245,0.5
WD045X_ALLS,AllSaints,UPV0985642,1375,Sara Lace Maxi Dress,550,0.4
WM304W_ALLS,AllSaints,UPV0958552,455,Alexia Top,75,0.16483516483516483
WM230V_ALLS,AllSaints,UPV0986692,215,Norma Bodysuit,85,0.3953488372093023
WD120X_ALLS,AllSaints,UPV0986035,990,Delana Tempest Dress,245,0.2474747474747475
WT022X_ALLS,AllSaints,UPV0985742,700,Aleida Tri Blazer,280,0.4
WT025W_ALLS,AllSaints,UPV0964775,1145,Hanah Sleeveless Blazer,570,0.4978165938864629
MD199X_ALLS,AllSaints,UPV0985379,245,Figure Crew T-Shirt,120,0.4897959183673469
MG182W_ALLS,AllSaints,UPV0972876,425,Cari Tie Dye Cuffed Slim Sweatpants,170,0.4
WS022X_ALLS,AllSaints,UPV0985765,755,Slvina Laertes Asymmetric Maxi Skirt,185,0.24503311258278146
MG068Y_ALLS,AllSaints,UPV1065049,300,DIRECTION SS CREW,120,0.4
MG080Y_ALLS,AllSaints,UPV1059437,300,Lunar Rabbit Crew T-Shirt,120,0.4
MZ692Y_ALLS,AllSaints,UPV1070915,690,Vix Leather Low Top Trainers,345,0.5
MZ0130A_ALLS,AllSaints,UPV1052340,645,Dumont High Top Trainers,320,0.49612403100775193
WD209X_ALLS,AllSaints,UPV1043185,860,Laura Silk Blend One Shoulder Maxi Dress,340,0.3953488372093023
SS22004_BTNA,Bettina Vermillon,UPV1047659,1960,SATIN WAVE AND STRASS FLAT SANDAL,295,0.15051020408163265
MS111Y_ALLS,AllSaints,UPV1065027,630,Toulon Floral Shirt,250,0.3968253968253968
WF624Y_ALLS,AllSaints,UPV1068236,805,Sheer Leather Low Top Trainers,400,0.4968944099378882
WF677Y_ALLS,AllSaints,UPV1071349,970,Noir Leather High Heel Sandals,485,0.5
WD335X_ALLS,AllSaints,UPV1043256,700,Delta Shimmer Dress,280,0.4
WM113Y_ALLS,AllSaints,UPV1059753,265,Rita Francesco T-Shirt,65,0.24528301886792453
WD286X_ALLS,AllSaints,UPV1043160,1025,Lilliana Alva Dress,255,0.24878048780487805
WE005X_ALLS,AllSaints,UPV1058609,755,Miller Skinny Coated Biker Jeans,375,0.4966887417218543
ME003Y_ALLS,AllSaints,UPV1071306,595,Cigarette Skinny Jeans,295,0.4957983193277311
WF526Y_ALLS,AllSaints,UPV1066278,700,Shay Leather Studded Sandals,350,0.5
WE011Y_ALLS,AllSaints,UPV1070759,700,Sammy High-Rise Paperbag Jeans,280,0.4
MS118Y_ALLS,AllSaints,UPV1065076,535,Breakup Heart Print Shirt,210,0.3925233644859813
WS017Y_ALLS,AllSaints,UPV1065525,700,Carla Venetia Midi Skirt,280,0.4
MG219X_ALLS,AllSaints,UPV1043733,300,Rocker Crew T-Shirt,75,0.25
WH032X_ALLS,AllSaints,UPV1043194,805,Oana Silk Blend Shirt,320,0.39751552795031053
BWPA005PLA11010_AMBU,Ambush,UPV1007626,1790,Leather iPhone Case,720,0.4022346368715084
EMT422243Y01_ELEM,Element Case,UPV1007637,149,Element Case - Black Ops Airpods,55,0.3691275167785235
FTB266_BITO,BITOSSI,UPV1036640,120,La Tavola We Are Family Dessert Plate,45,0.375
FTB84_BITO,BITOSSI,UPV1036645,110,La Tavola Poison Micro Saucer,40,0.36363636363636365
MZ539X_ALLS,AllSaints,UPV1036865,790,Delta High Top Trainers,395,0.5
MD044X_ALLS,AllSaints,UPV1036729,215,Lobke Crew T-Shirt,85,0.3953488372093023
MF018X_ALLS,AllSaints,UPV1036889,475,Saka Cuffed Slim Sweatpants,115,0.24210526315789474
MZ046Z_ALLS,AllSaints,UPV0993431,425,Bryce High Top Trainers,210,0.49411764705882355
WM194X_ALLS,AllSaints,UPV1042749,320,Rita Snake T-Shirt,125,0.390625
WD137X_ALLS,AllSaints,UPV0989396,535,Charlie Midi Dress,210,0.3925233644859813
WS044X_ALLS,AllSaints,UPV1041605,860,Veena Tulle Shimmer Pleated Midi Skirt,340,0.3953488372093023
WE003X_ALLS,AllSaints,UPV0993248,535,Miller Mid-Rise Size Me Skinny Jeans,265,0.4953271028037383
WF622X_ALLS,AllSaints,UPV0993410,1265,Orlana Shimmer Leather Boots,630,0.4980237154150198
ME001X_ALLS,AllSaints,UPV1036803,545,Ronnie Extra Skinny Jeans,215,0.3944954128440367
WP033X_ALLS,AllSaints,UPV1041603,860,Soraya High-Rise Relaxed Sequin Trousers,340,0.3953488372093023
MZ643X_ALLS,AllSaints,UPV1036857,395,Theo Low Top Trainers,195,0.4936708860759494
WF608X_ALLS,AllSaints,UPV0993398,1080,Noir Leather Shimmer Sandals,540,0.5
WT008X_ALLS,AllSaints,UPV1041665,860,Maxine Mid-Rise Trousers,340,0.3953488372093023
MD131G_ALLS,AllSaints,UPV1074061,190,Brace Brushed Cotton Crew Neck T-Shirt,75,0.39473684210526316
CECH011_HSAX,Hector Saxe,UPV1092171,4120,Chess Set,1645,0.39927184466019416
F123EC7802_TIBI,Tibi,UPV1079266,1750,Eco Poplin Inseam Vent Shirt,350,0.2
F123LS1574_TIBI,Tibi,UPV1079208,3050,Lightweight Stone Washed Denim Shirt Dress,610,0.2
F123RT3314_TIBI,Tibi,UPV1079206,2500,Refined Wool Tricotine Suiting Rodney Straight Leg Pants,500,0.2
F123SM6446_TIBI,Tibi,UPV1079314,1750,Skinlike Mercerized Wool Shrunken Cardigan,350,0.2
F123SM6471_TIBI,Tibi,UPV1079301,1550,Skinlike Mercerized Wool Sleeveless Sweater,310,0.2
8340620200_BOSE,Bose,UPV1092261,125,LENSES ALTO MIRRORED SILVER  ROW,50,0.4
8555820400_BOSE,Bose,UPV1092028,155,"LENSES,TEMPO,ORANGE/RED,ROW",60,0.3870967741935484
ECRDM002_ECRU,Ecru,UPV1091800,370,"Talisman Candlestick Holder
Eye",145,0.3918918918918919
F223DB5272_TIBI,Tibi,UPV1079176,2100,Black Denim Godet Maxi Skirt,420,0.2
F223FC7798_TIBI,Tibi,UPV1079159,1950,Feather Weight Eco Crepe Benedict Top,390,0.2
LE304792_LACF,La Coque Francaise,UPV1091611,360,Lara Leather Phone Strap,105,0.2916666666666667
PPC13_ELOW,,UPV1091631,1000,iPhone 13/13 Pro Leather Case,400,0.4
MD039Y_ALLS,AllSaints,UPV1074016,325,Figure Short Sleeve Polo Shirt,130,0.4
ME011Y_ALLS,AllSaints,UPV1072643,595,Rex Slim Jeans,295,0.4957983193277311
MM044Y_ALLS,AllSaints,UPV1073898,495,Canta Straight Trousers,245,0.494949494949495
MM003Y_ALLS,AllSaints,UPV1076382,810,Belo Cropped Tapered Trousers,320,0.3950617283950617
MS304Y_ALLS,AllSaints,UPV1076228,630,Disarmed Linen Blend Tie Dye Shirt,250,0.3968253968253968
MS257U_ALLS,AllSaints,UPV1074124,500,Hawthorne Ramskull Stretch Fit Shirt,250,0.5
MZ691Y_ALLS,AllSaints,UPV1072723,690,Vix Leather Low Top Trainers,345,0.5
WD204Y_ALLS,AllSaints,UPV1077396,700,Sulli Denim Maxi Dress,280,0.4
WF592Y_ALLS,AllSaints,UPV1076483,970,Ava Leather Heeled Sandals,485,0.5
WF601Y_ALLS,AllSaints,UPV1072726,1080,Shar Flat Leather Shoes,540,0.5
WF576Y_ALLS,AllSaints,UPV1076496,915,Lore Metallic Leather Gladiator Sandals,455,0.4972677595628415
WM001Y_ALLS,AllSaints,UPV1073848,190,Maria Bodysuit,75,0.39473684210526316
WD341Y_ALLS,AllSaints,UPV1076283,990,Ari Leondra Mini Wrap Dress,395,0.398989898989899
WP022Y_ALLS,AllSaints,UPV1077378,535,Queti Quilted Sweatpants,210,0.3925233644859813
WS054Y_ALLS,AllSaints,UPV1073902,430,Hailey Distressed Denim Mini Skirt,170,0.3953488372093023
MG141Y_ALLS,AllSaints,UPV1073946,300,Chancer Crew T-Shirt,120,0.4
MG154Y_ALLS,AllSaints,UPV1073765,300,Diva Crew T-Shirt,120,0.4
MM023Y_ALLS,AllSaints,UPV1072672,700,Dante Cropped Relaxed Trousers,280,0.4
WD363Y_ALLS,AllSaints,UPV1076332,1980,Alaya Silk Asymmetrical Maxi Dress,790,0.398989898989899
WD359Y_ALLS,AllSaints,UPV1077397,970,Alexia Silk Blend Mariana Midi Dress,385,0.39690721649484534
1002643_SMSN,Smythson,UPV1091466,230,Panama Telephone And Address Wafer Book,90,0.391304347826087
MODIANO_HSAX,Hector Saxe,UPV1092328,60,Modiano Poker Cards,20,0.3333333333333333
WM054Q_ALLS,AllSaints,UPV1095598,145,Rina Crew Neck Sleeveless Tank Top,70,0.4827586206896552
MD008G_ALLS,AllSaints,UPV1100934,260,Figure Crew T-Shirt,130,0.5
1323KTP004750A_VBHM,Victoria Beckham,UPV1101606,1000,Compact Viscose Asymmetric Bandeau Top,200,0.2
23021314_CHEB,Christopher Esber,UPV1105750,1450,Open Twist Tank Top,290,0.2
23023322_CHEB,Christopher Esber,UPV1105736,2700,Traced Multibind Tank Dress,540,0.2
23025375_CHEB,Christopher Esber,UPV1105698,3100,Cocosolo Pleat Detail Trousers,620,0.2
23025469_CHEB,Christopher Esber,UPV1105699,3850,Contorta Elasticated Trousers,770,0.2
1222KDR003593A_VBHM,Victoria Beckham,UPV1101527,1240,ONE SHOULDER MIDI DRESS,620,0.5
22ICPONV14051_N21,N°21,UPV1094473,3210,Crystal Bow Satin Mid Heel Pumps,480,0.14953271028037382
22ICPXNV14073_N21,N°21,UPV1094513,2690,Crystal Detail Satin High Heel Mule,400,0.14869888475836432
23033001_CHEB,Christopher Esber,UPV1105689,5000,Sequence Cutout Silk Midi Dress,1000,0.2
23033010_CHEB,Christopher Esber,UPV1105680,4650,Semblance Tulle Twisted Waist Maxi Dress,930,0.2
7219B1037_SRCH,Simone Rocha,UPV1104384,5350,Embellished Neckline Bow Detail Mini Dress,1070,0.2
A-09-2299-120A_ANBG,Anine Bing,UPV1096154,1350,Dray Vest,270,0.2
F213_SMLR,Simon Miller,UPV1094503,1710,Vegan Leather Wrap Beep Thong Sandal,255,0.14912280701754385
F164_SMLR,Simon Miller,UPV1094455,1820,Beaded Bil Thong Sandals,360,0.1978021978021978
BK138BLK_MACO,Maygel Coronel,UPV1095061,1330,Ligeia Two Piece Swimsuit,265,0.19924812030075187
IE6998_ADDS,Adidas,UPV1103955,0,Ozweego Og Low Top Sneakers,130,0
IE9593_ADDS,Adidas,UPV1103888,0,Nmd W1 Low Top Sneakers,150,0
IB5888_ADDS,Adidas by Stella McCartney,UPV1094812,650,Restart Sweatshirt,130,0.2
IB5898_ADDS,Adidas by Stella McCartney,UPV1095132,900,Restart Hoodie Dress,180,0.2
RMREAUMURJURAS_MLBC,Maison Labiche,UPV1095884,600,Jurassic Park Hoodie,120,0.2
W123DJ7789_TIBI,Tibi,UPV1103747,1750,Draped Jersey Ruched Strapless Top,525,0.3
TN231WSOKS03_TINT,THISISNEVERTHAT,UPV1094250,330,Beach Shorts,65,0.19696969696969696
WS044Y_ALLS,AllSaints,UPV1100744,700,Riah Mia Floral Print Linen Mini Skirt,280,0.4
MG138Y_ALLS,AllSaints,UPV1095500,300,Valence Crew T-Shirt,120,0.4
WD220Y_ALLS,AllSaints,UPV1095485,1080,Laura Ines Silk Blend Printed Maxi Dress,430,0.39814814814814814
5179TB0553_SRCH,Simone Rocha,UPV1104409,1900,Embellished Neckline Puff Sleeved T-Shirt,380,0.2
WM215Y_ALLS,AllSaints,UPV1100918,195,Anna Crew Neck Short Sleeve T-Shirt,95,0.48717948717948717
22ICPXNV14052_N21,N°21,UPV1094477,3210,Crystal Bow Velvet High Heel Pumps,480,0.14953271028037382
F123BM2166_TIBI,Tibi,UPV1079298,1450,Tie Neck Stretch Bodysuit,290,0.2
F123SC5307_TIBI,Tibi,UPV1079214,2750,Sculpted Cotton Skirt,550,0.2
CA005_POMO,Porcelaine Moderne,UPV1092355,160,Dealer Of Hope Candle Holder,60,0.375
MD108Y_ALLS,AllSaints,UPV1093697,260,Kurtz Linen Blend Crew Ramskull T-Shirt,100,0.38461538461538464
FABBTTWS826_JOBU,Joanna Buchanan,UPV1091751,290,Pearl star wine stopper,55,0.1896551724137931
AY09701CH_GHOS,Ghostine,UPV1091199,45,Holly Gold Metallic Flower,10,0.2222222222222222
IB5884_ADDS,Adidas by Stella McCartney,UPV1094811,500,Restart Short Sleeve Tshirt,100,0.2
MS188Y_ALLS,AllSaints,UPV1073930,535,Leado Animal Print Shirt,210,0.3925233644859813
MD242Y_ALLS,AllSaints,UPV1073954,265,Otto Oversized Crew T-Shirt,105,0.39622641509433965
TN231TSWHO03_TINT,THISISNEVERTHAT,UPV1094231,470,Dolphin Hoodie,90,0.19148936170212766
WD199Y_ALLS,AllSaints,UPV1077420,1240,Lillemor Leondra Floral Maxi Dress,495,0.39919354838709675
WF574Y_ALLS,AllSaints,UPV1076482,915,Lore Leather Gladiator Sandals,455,0.4972677595628415
T000CI3314_TIBI,Tibi,UPV1079244,1750,Chino Rodney Straight Leg Trousers,350,0.2
WE048Y_ALLS,AllSaints,UPV1076458,700,Hailey High-Rise Tapered Destroy Jeans,350,0.5
WP030Y_ALLS,AllSaints,UPV1076443,435,Leopard Print Stirrup Leggings,170,0.39080459770114945
WM323W_ALLS,AllSaints,UPV1076282,145,Rina Cropped Tank,55,0.3793103448275862
WT005Y_ALLS,AllSaints,UPV1093586,645,Petra Linen Blend Shorts,320,0.49612403100775193
ME005Y_ALLS,AllSaints,UPV1076562,690,Dean Cropped Slim Jeans,275,0.39855072463768115
WD216Y_ALLS,AllSaints,UPV1073840,860,Demi Leondra Mini Floral Dress,340,0.3953488372093023
WH032W_ALLS,AllSaints,UPV1076413,700,Inez Oversized Linen Shirt,280,0.4
WF584Y_ALLS,AllSaints,UPV1093655,970,Noir Metallic Leather High Heel Sandals,485,0.5
ACWMSH115_ACWL,A-Cold-Wall,UPV1107399,2300,Vector Monogram Polo T-Shirt,460,0.2
ACWMB208_ACWL,A-Cold-Wall,UPV1107414,2100,Ando Cargo Shorts,420,0.2
ACWMB225_ACWL,A-Cold-Wall,UPV1107416,2500,Vector Monogram Cargo Shorts,500,0.2
ACWMB229_ACWL,A-Cold-Wall,UPV1107438,1650,Shiraga Jersey Pants,330,0.2
10644_mypants_FORT,Forte Forte,UPV1109794,1350,Frosted Cotton Twill High Waist Trousers,405,0.3
23024253_CHEB,Christopher Esber,UPV1105818,2150,Encircled Edge Ribbed Skirt,430,0.2
23026463_CHEB,Christopher Esber,UPV1105753,4650,Contorta Plunge Neck Cropped Blazer,930,0.2
11030_myjacket_FORT,Forte Forte,UPV1109769,2900,Strass Single Breasted Blazer,870,0.3
10668_mytop_FORT,Forte Forte,UPV1109631,1250,Fringe Georgette Crop Top,375,0.3
10685_mydress_FORT,Forte Forte,UPV1109630,3200,Damier Lace Long Sleeve Maxi Dress,960,0.3
10701_mypants_FORT,Forte Forte,UPV1109763,2000,Striped Habotai Trousers,600,0.3
10715_myshirt_FORT,Forte Forte,UPV1109702,1800,Mirror Embroidered Cotton Voile Long Sleeve Shirt,540,0.3
10716_mydress_FORT,Forte Forte,UPV1109706,4100,Mirror Embroidered Cotton Voile Maxi Dress,1230,0.3
10725_mydress_FORT,Forte Forte,UPV1109703,3300,Belle De Jour Printed Voile Maxi Dress,990,0.3
A11027125_PHIL,Philosophy,UPV1108942,1700,Halter Neck Sequins Top,340,0.2
A11027153_PHIL,Philosophy,UPV1109036,1400,Polka Dot Halter Neck Top,280,0.2
A04615755FW23_PHIL,Philosophy,UPV1108934,4450,Printed Radzmir Strapless Mini Dress,890,0.2
A05035727_PHIL,Philosophy,UPV1109006,3250,Grain De Poudre Double Breasted Jacket,650,0.2
4-23-3-23_GA81,GAUGE81,UPV1111546,1500,Maroon Rushed Mini Skirt,300,0.2
A01087140_PHIL,Philosophy,UPV1108998,3800,Pleated Midi Skirt,760,0.2
A01137118_PHIL,Philosophy,UPV1108999,2550,Side Slit Midi Skirt,510,0.2
DKKN12S_DKMA,David Koma,UPV1110317,2700,Asymmetrical Hem Knit Skirt,540,0.2
DKKN12T_DKMA,David Koma,UPV1110310,3050,Crystal Embellished Buckle Long Sleeve Knit Top,610,0.2
JE110HABUN_QSMI,Qasimi,UPV1110201,1550,Habun Relaxed Logo Jogger,310,0.2
JE22HAMZAH_QSMI,Qasimi,UPV1110216,925,Hamzah Logo Loose Fit T-Shirt,185,0.2
JE24HAFI_QSMI,Qasimi,UPV1110219,1050,Hafi Logo Regular Fit T-Shirt,210,0.2
A02045741_PHIL,Philosophy,UPV1108997,2100,Stretch Poplin Bow Detail Long Sleeve Top,420,0.2
AW23JK0014DNL_MRQS,Marques Almeida,UPV1113315,3150,White Gold Biker Jacket,945,0.3
AW23JK0095MIK_MRQS,Marques Almeida,UPV1113305,3850,Oversized Parka Jacket,1155,0.3
AW23SK0083DNL_MRQS,Marques Almeida,UPV1113274,1150,White Gold Asymmetric Mini Skirt,345,0.3
DK01DA_DKMA,David Koma,UPV1110259,7700,Chain Hip Embroidered Mini Dress,1540,0.2
DK24TR_DKMA,David Koma,UPV1110260,5550,Wide Leg Trousers,1110,0.2
DK55D_DKMA,David Koma,UPV1110282,5550,Flame Crystal Chain Strap Midi Dress,1110,0.2
FW23R274_DKAY,Dice Kayek,UPV1112213,11100,Embellished Collar Maxi Dress,2220,0.2
RR309_RORO,Rowen Rose,UPV1113085,5050,Satin Oversized Raglan Gathered Dress,1010,0.2
PF23V598_DKAY,Dice Kayek,UPV1112212,5050,Oversized Blazer,1010,0.2
11043_mydress_FORT,Forte Forte,UPV1109625,2350,Flared Long Sleeves Midi Dress,705,0.3
SRT003A-AW23_MMKT,Mira Mikati,UPV1105878,1800,Out Of This World Ombre Shorts,360,0.2
WM238Y_ALLS,AllSaints,UPV1109465,485,Alex Smock Embroidery Super Cropped Top,240,0.4948453608247423
MG129X_ALLS,AllSaints,UPV1109483,395,Jaxon Elasticated Waist Sweatshorts,195,0.4936708860759494
N65C3422_MRSA,Marchesa Notte,UPV1106649,3150,Round Neck Embellished Sleeveless Mini Dress,630,0.2
N65G3421_MRSA,Marchesa Notte,UPV1106670,4050,Embellished Neckline long kaftan dress,810,0.2
N66C3425_MRSA,Marchesa Notte,UPV1106636,3600,Strapped Off Shoulder Wrap Embellished Midi Dress,720,0.2
N66G3423_MRSA,Marchesa Notte,UPV1106652,4050,Off Shoulder Caped Maxi Dress,810,0.2
P4SJ01_ERCA,Erika Cavallini,UPV1113229,1550,Alice Shirt,385,0.24838709677419354
PRE23DR0064SQN_MRQS,Marques Almeida,UPV1113307,2850,Draped Sequin Dress,855,0.3
PRE23DR0317JRR_MRQS,Marques Almeida,UPV1113359,2600,Strapless Tafeta Frill Hem Dress,780,0.3
PRE23JK0086LTH_MRQS,Marques Almeida,UPV1113348,5600,Multi Color Motorcycle Jacket,1680,0.3
PRE23SK0117DNS_MRQS,Marques Almeida,UPV1113265,1400,Denim Multipocket Skirt,350,0.25
PRE23TP0319JRR_MRQS,Marques Almeida,UPV1113378,1850,Tafeta Frill Hem Cut Out Tank Top,555,0.3
PRE23TP0504JRS_MRQS,Marques Almeida,UPV1113380,1150,Cutout Long Sleeves Top,345,0.3
R1CA90_ROKH,Rokh,UPV1110137,3100,Double Belt Detail Wide Legs Pants,620,0.2
23FWCUT_SHNA,SSHEENA,UPV1120230,2900,Oversized Shirt With Pinched Waist,580,0.2
23FWGAMMA_SHNA,SSHEENA,UPV1120218,2300,Asymmetrical Skirt,460,0.2
FW2201203_NUE,NUE,UPV1114424,5600,Vivienne Slip Dress,1120,0.2
12807_NUE,NUE,UPV1114421,1950,Kaia Crystal Detail Halter Top With Crystal,390,0.2
233DR1956_ALVA,Alexandre Vauthier,UPV1115792,7700,Rushed Mini Dress,1540,0.2
31334081_KHTE,Khaite,UPV1115016,4350,Banton Wide Legs Pants,870,0.2
399001590_MRKT,Market,UPV1119718,290,Super Market T-Shirt,55,0.1896551724137931
399001600_MRKT,Market,UPV1119641,290,Bar Logo T-Shirt,55,0.1896551724137931
322SH001C676_3JUI,3JUIN,UPV1116809,1540,Viola Loafer,230,0.14935064935064934
5373170_KHTE,Khaite,UPV1114999,9850,Dissa Sleeveless Midi Dress,1970,0.2
A-03-3269-650_ANBG,Anine Bing,UPV1120321,1550,Carrie Terracotta Silk Pants,310,0.2
B3574100010002_ALXB,Alexandre Birman,UPV1116744,2100,Lavinia Mule 90,315,0.15
B3576000010001_ALXB,Alexandre Birman,UPV1116802,3200,Agnes Sandal 85,480,0.15
IQ2128_Y-3,Y-3,UPV1116360,1180,Gfx Sweatpants,235,0.19915254237288135
JS33B10423_JOSH,Joshua x Smiley,UPV1114520,1250,Jersey Cargo,250,0.2
398000364_MRKT,Market,UPV1119605,380,Plan Check Long Sleeve T-Shirt,75,0.19736842105263158
MD063Y_ALLS,AllSaints,UPV1071408,215,Lobke Crew T-Shirt,85,0.3953488372093023
NW23FWSK01765_NHKA,Nanushka,UPV1124828,1750,Ymke Bodycon Pleated Mini Skirt,350,0.2
NW23FWTP01111_NHKA,Nanushka,UPV1124844,1950,Rosine Cropped Scoop Neck Cardigan,390,0.2
NW23PFDR02132_NHKA,Nanushka,UPV1124792,1750,Elco High Neck Fitted Maxi Dress,350,0.2
NW23PFST00671_NHKA,Nanushka,UPV1124778,1500,Saya Knitted Biker Shorts,300,0.2
WD459Y_ALLS,AllSaints,UPV1114755,970,Keeley Embroidered Broderie Mini Dress,385,0.39690721649484534
JS33B10409_JOSH,Joshua x Smiley,UPV1114521,1600,Plaid Flannel Shirt,320,0.2
WD129Z_ALLS,AllSaints,UPV1114774,1080,Ari Peggy Floral Print Mini Wrap Dress,430,0.39814814814814814
WN002Y_ALLS,AllSaints,UPV1072746,265,Esme Alessandra Bikini Top,105,0.39622641509433965
NW23FWPA01072_NHKA,Nanushka,UPV1124794,2550,Lynda Pleated Front Wide Leg Pants,510,0.2
23022476_CHEB,Christopher Esber,UPV1105748,2700,Triquetra Front Tie Shirt,540,0.2
51640514_SRCH,Simone Rocha,UPV1104372,1800,Self Tie Short Sleeve Blouse,360,0.2
90-7937_STUD,Staud,UPV1098028,1550,Sutton Midi Dress,310,0.2
HQ9018_ADDS,Adidas,UPV1104011,550,Superstar Millencon Low Top Sneakers,110,0.2
A-02-0435-101_ANBG,Anine Bing,UPV1096202,1950,Janet Button Up Mini Dress,485,0.24871794871794872
A-02-1401-042A_ANBG,Anine Bing,UPV1096210,1200,Keiran Floral Print Baguette Straps Dress,240,0.2
MG033X_ALLS,AllSaints,UPV1100951,300,Refract Crew T-Shirt,120,0.4
MD132Y_ALLS,AllSaints,UPV1100018,260,Cima Contrast Trim Crew T-Shirt,100,0.38461538461538464
RMVALJEANCNB_MLBC,Maison Labiche,UPV1095664,725,Valjean Pants,145,0.2
SRT007B-AW23_MMKT,Mira Mikati,UPV1105870,1650,High Waisted Floral Shorts,330,0.2
WD335Y_ALLS,AllSaints,UPV1095479,970,Anya Rafaela Midi Shirt Dress,385,0.39690721649484534
RMLEDRUJURA_MLBC,Maison Labiche,UPV1095845,575,Jurassic Park Sweatshirt,115,0.2
SHT001A-AW23_MMKT,Mira Mikati,UPV1105877,2050,Palm Print Ombre Shirt,410,0.2
SHT010D-AW23_MMKT,Mira Mikati,UPV1105895,2050,Pyjama Style Shirt,410,0.2
SWT008B-AW23_MMKT,Mira Mikati,UPV1105940,1650,Embroidered Mushroom Sweater,330,0.2
72411025_SRCH,Simone Rocha,UPV1104375,4600,Pointed Collar Shirt Dress,920,0.2
10653bis_mytop_FORT,Forte Forte,UPV1109765,1200,Laminated Velvet Tank Top,360,0.3
2302JA00309_NUE,NUE,UPV1114413,4250,Houndstooth Cropped Blazer,850,0.2
2302SK00609_NUE,NUE,UPV1114414,2200,Houndstooth Asymmetric Midi Skirt,440,0.2
12407_NUE,NUE,UPV1114420,3350,Laetitia Slit Crystal Detail Midi Skirt,670,0.2
11068_myshirt_FORT,Forte Forte,UPV1109796,1350,Long Sleeves V-Neck Top,405,0.3
10682_mydress_FORT,Forte Forte,UPV1109691,4050,Glitter Jacquard Tulle Long Sleeve Maxi Dress,1215,0.3
A09265703_PHIL,Philosophy,UPV1109012,2900,Crystal Button Furry Cardigan,580,0.2
A04595749_PHIL,Philosophy,UPV1109023,3100,Printed Tulle Turtleneck Long Sleeve Midi Dress,620,0.2
FW23082PA241_GIMO,Giuseppe Di Morabito,UPV1112993,3550,Flared Sequin Pants,710,0.2
FW23P396_DKAY,Dice Kayek,UPV1112274,3250,Skinny Leg Pants,650,0.2
ITSK61419_LARD,Lardini,UPV1107545,6550,Single Breasted Tailored Suit,1310,0.2
A02075725_PHIL,Philosophy,UPV1109009,1650,Sequin Cowl Neck Sleeveless Top,330,0.2
AW23SK0155MIK_MRQS,Marques Almeida,UPV1113283,2100,Frilled Mini Skirt,630,0.3
R3CA81_ROKH,Rokh,UPV1110171,1350,Asymmetric Neck Cardigan,270,0.2
R6CA315_ROKH,Rokh,UPV1110145,3200,Side Pleats Detailed Sleeveless Midi Dress,640,0.2
R2CA123_ROKH,Rokh,UPV1110142,2500,Pleated Midi Skirt,500,0.2
R2CA179_ROKH,Rokh,UPV1110124,2000,Flap Detailed Denim Asymmetric Skirt,400,0.2
